"Freq [GHz]","dB(S(1,1)) []"
5,-0.355451978508958
5.01,-0.35505458149732
5.02,-0.355013239696625
5.03,-0.355320223767919
5.04,-0.355968857064393
5.05,-0.356953488157649
5.06,-0.358269465743307
5.07,-0.359913116283052
5.08,-0.361881724667326
5.09,-0.364173518127851
5.1,-0.366787653588387
5.11,-0.369724208613841
5.12,-0.372984176099609
5.13,-0.376569462833586
5.14,-0.380482892061299
5.15,-0.384728210188889
5.16,-0.389310097768791
5.17,-0.394234184927998
5.18,-0.399507071418499
5.19,-0.405136351493778
5.2,-0.411130643843552
5.21,-0.417499626851743
5.22,-0.424254079479787
5.23,-0.431405928119102
5.24,-0.438968299803199
5.25,-0.446955582221944
5.26,-0.455383491038381
5.27,-0.464269145072868
5.28,-0.473631149991109
5.29,-0.483489691212264
5.3,-0.493866636842677
5.31,-0.50478565153987
5.32,-0.516272322322799
5.33,-0.528354297468843
5.34,-0.541061439777497
5.35,-0.554425995637727
5.36,-0.56848278151217
5.37,-0.583269389650194
5.38,-0.598826415065843
5.39,-0.615197706069957
5.4,-0.632430640932
5.41,-0.650576433571412
5.42,-0.669690471546061
5.43,-0.689832690022612
5.44,-0.711067985888311
5.45,-0.733466676703459
5.46,-0.75710500980925
5.47,-0.782065727607195
5.48,-0.808438695828073
5.49,-0.836321602524463
5.5,-0.865820736570106
5.51,-0.897051855651398
5.52,-0.930141155115891
5.53,-0.96522635062771
5.54,-1.00245788940297
5.55,-1.04200030689892
5.56,-1.08403374825366
5.57,-1.12875567657335
5.58,-1.17638279340488
5.59,-1.22715320049024
5.6,-1.28132883626749
5.61,-1.33919822567202
5.62,-1.40107958773896
5.63,-1.46732435247819
5.64,-1.53832114669819
5.65,-1.61450031815567
5.66,-1.69633907893929
5.67,-1.7843673627931
5.68,-1.87917450771447
5.69,-1.98141689538037
5.7,-2.09182670378132
5.71,-2.21122196026653
5.72,-2.34051812094898
5.73,-2.48074145177544
5.74,-2.6330445503352
5.75,-2.79872443108581
5.76,-2.97924370792255
5.77,-3.17625555824123
5.78,-3.39163335842045
5.79,-3.62750616642162
5.8,-3.88630162932241
5.81,-4.17079846657714
5.82,-4.48419150621808
5.83,-4.83017345750033
5.84,-5.21303938549197
5.85,-5.63782251796071
5.86,-6.11047405017145
5.87,-6.63810580069445
5.88,-7.22932416998842
5.89,-7.89469887095861
5.9,-8.64743339805291
5.91,-9.50434018296797
5.92,-10.4872740444756
5.93,-11.6252277387855
5.94,-12.9572359146007
5.95,-14.5355103755655
5.96,-16.4240278066314
5.97,-18.6657507038155
5.98,-21.0889182094284
5.99,-22.6635040683202
6,-21.872748044292
6.01,-19.6044824533742
6.02,-17.2951962701384
6.03,-15.3229191768601
6.04,-13.6810837992435
6.05,-12.305470053933
6.06,-11.1386854802669
6.07,-10.137157084258
6.08,-9.26858376018864
6.09,-8.50879443077531
6.1,-7.83936628077967
6.11,-7.24597561558144
6.12,-6.71727397219394
6.13,-6.24411650645155
6.14,-5.81902382572239
6.15,-5.43579955695174
6.16,-5.08925325865883
6.17,-4.77499578664684
6.18,-4.48928537557672
6.19,-4.2289098537141
6.2,-3.99109505307976
6.21,-3.77343253419949
6.22,-3.57382178552842
6.23,-3.39042343983279
6.24,-3.22162099928453
6.25,-3.06598922240547
6.26,-2.92226779308828
6.27,-2.78933922631872
6.28,-2.66621020787141
6.29,-2.55199574368566
6.3,-2.44590562757128
6.31,-2.34723283622269
6.32,-2.25534353717985
6.33,-2.16966845465171
6.34,-2.08969538447527
6.35,-2.01496268612248
6.36,-1.94505360891445
6.37,-1.87959133316039
6.38,-1.81823462607357
6.39,-1.7606740279757
6.4,-1.70662849720424
6.41,-1.65584245283311
6.42,-1.60808316323452
6.43,-1.56313843597931
6.44,-1.52081457085887
6.45,-1.48093454312181
6.46,-1.44333638852163
6.47,-1.40787176560167
6.48,-1.3744046739122
6.49,-1.34281030965078
6.5,-1.31297404261601
6.51,-1.2847905004269
6.52,-1.25816274773781
6.53,-1.23300154971342
6.54,-1.20922471035617
6.55,-1.18675647742962
6.56,-1.16552700672088
6.57,-1.14547187925487
6.58,-1.12653166583041
6.59,-1.10865153391005
6.6,-1.09178089247298
6.61,-1.07587307094673
6.62,-1.06088502877679
6.63,-1.04677709258306
6.64,-1.03351271819437
6.65,-1.02105827515413
6.66,-1.00938285155607
6.67,-0.998458077303868
6.68,-0.988257964096488
6.69,-0.978758760624595
6.7,-0.969938821626906
6.71,-0.96177848959998
6.72,-0.954259988083938
6.73,-0.947367325561269
6.74,-0.941086209108204
6.75,-0.935403967029582
6.76,-0.930309479789837
6.77,-0.925793118625924
6.78,-0.921846691293831
6.79,-0.918463394459084
6.8,-0.915637772294914
6.81,-0.913365680899554
6.82,-0.911644258187109
6.83,-0.91047189894568
6.84,-0.909848234791296
6.85,-0.909774118778474
6.86,-0.910251614456864
6.87,-0.911283989189653
6.88,-0.912875711573377
6.89,-0.915032452819966
6.9,-0.917761091981617
6.91,-0.921069724916633
6.92,-0.924967676910182
6.93,-0.929465518878262
6.94,-0.934575087095869
6.95,-0.940309506401602
6.96,-0.946683216840771
6.97,-0.953712003717497
6.98,-0.961413031033377
6.99,-0.969804878295837
7,-0.978907580683717
